VentaID,Fecha,ProductoID,VendedorID,ClienteID,UbicacionID,Cantidad,MontoTotal_Raw,fecha_parseada,_motivo_fecha,monto_eur,_motivo_monto
75,INVALID_DATE,6,4,6,4,1,90.5 USD,,Fecha inválida: INVALID_DATE,78.7,
76,2026-05-26,7,1,7,1,2,96.0 €,2026-05-26,,96.0,
79,INVALID_DATE,3,4,3,4,5,99.0 €,,Fecha inválida: INVALID_DATE,99.0,
80,2026-05-22,4,1,4,1,1,100.0 €,2026-05-22,,100.0,
82,05/20/2026,6,3,6,3,3,102.0 €,2026-05-20,,102.0,
83,INVALID_DATE,7,4,7,4,4,103.0 €,,Fecha inválida: INVALID_DATE,103.0,
86,05/16/2026,3,3,3,3,2,106.0 €,2026-05-16,,106.0,
87,INVALID_DATE,4,4,4,4,3,102.5 USD,,Fecha inválida: INVALID_DATE,89.13,
89,13/05/2026,6,2,6,2,5,109.0 €,2026-05-13,,109.0,
90,05/12/2026,7,3,7,3,1,105.5 USD,2026-12-05,,91.74,
91,INVALID_DATE,1,4,1,4,2,111.0 €,,Fecha inválida: INVALID_DATE,111.0,
93,09/05/2026,3,2,3,2,4,108.5 USD,2026-05-09,,94.35,
94,05/08/2026,4,3,4,3,5,114.0 €,2026-08-05,,114.0,
95,INVALID_DATE,5,4,5,4,1,115.0 €,,Fecha inválida: INVALID_DATE,115.0,
96,2026-05-06,6,1,6,1,2,111.5 USD,2026-05-06,,96.96,
97,05/05/2026,7,2,7,2,3,117.0 €,2026-05-05,,117.0,
99,INVALID_DATE,2,4,2,4,5,NULL,,Fecha inválida: INVALID_DATE,,MontoTotal_Raw nulo o vacío: NULL
100,2026-05-02,3,1,3,1,1,-150.00 €,2026-05-02,,,MontoTotal_Raw negativo: -150.00 €
101,01/05/2026,4,2,4,2,2,121.0 €,2026-05-01,,121.0,
103,INVALID_DATE,6,4,6,4,4,123.0 €,,Fecha inválida: INVALID_DATE,123.0,
104,2026-04-28,7,1,7,1,5,124.0 €,2026-04-28,,124.0,
107,INVALID_DATE,3,4,3,4,3,127.0 €,,Fecha inválida: INVALID_DATE,127.0,
108,2026-04-24,4,1,4,1,4,123.5 USD,2026-04-24,,107.39,
110,04/22/2026,6,3,6,3,1,130.0 €,2026-04-22,,130.0,
111,INVALID_DATE,7,4,7,4,2,126.5 USD,,Fecha inválida: INVALID_DATE,110.0,
114,04/18/2026,3,3,3,3,5,129.5 USD,2026-04-18,,112.61,
115,INVALID_DATE,4,4,4,4,1,135.0 €,,Fecha inválida: INVALID_DATE,135.0,
117,15/04/2026,6,2,6,2,3,132.5 USD,2026-04-15,,115.22,
118,04/14/2026,7,3,7,3,4,138.0 €,2026-04-14,,138.0,
119,INVALID_DATE,1,4,1,4,5,139.0 €,,Fecha inválida: INVALID_DATE,139.0,
121,11/04/2026,3,2,3,2,2,141.0 €,2026-04-11,,141.0,
122,04/10/2026,4,3,4,3,3,142.0 €,2026-10-04,,142.0,
123,INVALID_DATE,5,4,5,4,4,138.5 USD,,Fecha inválida: INVALID_DATE,120.43,
124,2026-04-08,6,1,6,1,5,144.0 €,2026-04-08,,144.0,
125,07/04/2026,7,2,7,2,1,145.0 €,2026-04-07,,145.0,
127,INVALID_DATE,2,4,2,4,3,147.0 €,,Fecha inválida: INVALID_DATE,147.0,
128,2026-04-04,3,1,3,1,4,148.0 €,2026-04-04,,148.0,
129,03/04/2026,4,2,4,2,5,144.5 USD,2026-04-03,,125.65,
131,INVALID_DATE,6,4,6,4,2,151.0 €,,Fecha inválida: INVALID_DATE,151.0,
132,2026-03-31,7,1,7,1,3,NULL,2026-03-31,,,MontoTotal_Raw nulo o vacío: NULL
135,INVALID_DATE,3,4,3,4,1,150.5 USD,,Fecha inválida: INVALID_DATE,130.87,
136,2026-03-27,4,1,4,1,2,156.0 €,2026-03-27,,156.0,
138,03/25/2026,6,3,6,3,4,153.5 USD,2026-03-25,,133.48,
139,INVALID_DATE,7,4,7,4,5,159.0 €,,Fecha inválida: INVALID_DATE,159.0,
142,03/21/2026,3,3,3,3,3,162.0 €,2026-03-21,,162.0,
143,INVALID_DATE,4,4,4,4,4,163.0 €,,Fecha inválida: INVALID_DATE,163.0,
145,18/03/2026,6,2,6,2,1,165.0 €,2026-03-18,,165.0,
146,03/17/2026,7,3,7,3,2,166.0 €,2026-03-17,,166.0,
147,INVALID_DATE,1,4,1,4,3,162.5 USD,,Fecha inválida: INVALID_DATE,141.3,
149,14/03/2026,3,2,3,2,5,169.0 €,2026-03-14,,169.0,
150,03/13/2026,4,3,4,3,1,-150.00 €,2026-03-13,,,MontoTotal_Raw negativo: -150.00 €
151,INVALID_DATE,5,4,5,4,2,21.0 €,,Fecha inválida: INVALID_DATE,21.0,
152,2026-03-11,6,1,6,1,3,22.0 €,2026-03-11,,22.0,
153,10/03/2026,7,2,7,2,4,168.5 USD,2026-03-10,,146.52,
155,INVALID_DATE,2,4,2,4,1,25.0 €,,Fecha inválida: INVALID_DATE,25.0,
156,2026-03-07,3,1,3,1,2,171.5 USD,2026-03-07,,149.13,
157,06/03/2026,4,2,4,2,3,27.0 €,2026-03-06,,27.0,
159,INVALID_DATE,6,4,6,4,5,174.5 USD,,Fecha inválida: INVALID_DATE,151.74,
160,2026-03-03,7,1,7,1,1,30.0 €,2026-03-03,,30.0,
163,INVALID_DATE,3,4,3,4,4,33.0 €,,Fecha inválida: INVALID_DATE,33.0,
164,2026-02-27,4,1,4,1,5,34.0 €,2026-02-27,,34.0,
165,26/02/2026,5,2,5,2,1,NULL,2026-02-26,,,MontoTotal_Raw nulo o vacío: NULL
166,02/25/2026,6,3,6,3,2,36.0 €,2026-02-25,,36.0,
167,INVALID_DATE,7,4,7,4,3,37.0 €,,Fecha inválida: INVALID_DATE,37.0,
170,02/21/2026,3,3,3,3,1,40.0 €,2026-02-21,,40.0,
171,INVALID_DATE,4,4,4,4,2,186.5 USD,,Fecha inválida: INVALID_DATE,162.17,
173,18/02/2026,6,2,6,2,4,43.0 €,2026-02-18,,43.0,
174,02/17/2026,7,3,7,3,5,189.5 USD,2026-02-17,,164.78,
175,INVALID_DATE,1,4,1,4,1,45.0 €,,Fecha inválida: INVALID_DATE,45.0,
177,14/02/2026,3,2,3,2,3,192.5 USD,2026-02-14,,167.39,
178,02/13/2026,4,3,4,3,4,48.0 €,2026-02-13,,48.0,
179,INVALID_DATE,5,4,5,4,5,49.0 €,,Fecha inválida: INVALID_DATE,49.0,
180,2026-02-11,6,1,6,1,1,195.5 USD,2026-02-11,,170.0,
181,10/02/2026,7,2,7,2,2,51.0 €,2026-02-10,,51.0,
183,INVALID_DATE,2,4,2,4,4,198.5 USD,,Fecha inválida: INVALID_DATE,172.61,
184,2026-02-07,3,1,3,1,5,54.0 €,2026-02-07,,54.0,
185,06/02/2026,4,2,4,2,1,55.0 €,2026-02-06,,55.0,
187,INVALID_DATE,6,4,6,4,3,57.0 €,,Fecha inválida: INVALID_DATE,57.0,
188,2026-02-03,7,1,7,1,4,58.0 €,2026-02-03,,58.0,
191,INVALID_DATE,3,4,3,4,2,61.0 €,,Fecha inválida: INVALID_DATE,61.0,
192,2026-01-30,4,1,4,1,3,207.5 USD,2026-01-30,,180.43,
194,01/28/2026,6,3,6,3,5,64.0 €,2026-01-28,,64.0,
195,INVALID_DATE,7,4,7,4,1,210.5 USD,,Fecha inválida: INVALID_DATE,183.04,
198,01/24/2026,3,3,3,3,4,NULL,2026-01-24,,,MontoTotal_Raw nulo o vacío: NULL
199,INVALID_DATE,4,4,4,4,5,69.0 €,,Fecha inválida: INVALID_DATE,69.0,
200,2026-01-22,5,1,5,1,1,-150.00 €,2026-01-22,,,MontoTotal_Raw negativo: -150.00 €
201,21/01/2026,6,2,6,2,2,16.5 USD,2026-01-21,,14.35,
202,01/20/2026,7,3,7,3,3,72.0 €,2026-01-20,,72.0,
203,INVALID_DATE,1,4,1,4,4,73.0 €,,Fecha inválida: INVALID_DATE,73.0,
205,17/01/2026,3,2,3,2,1,75.0 €,2026-01-17,,75.0,
206,01/16/2026,4,3,4,3,2,76.0 €,2026-01-16,,76.0,
207,INVALID_DATE,5,4,5,4,3,22.5 USD,,Fecha inválida: INVALID_DATE,19.57,
208,2026-01-14,6,1,6,1,4,78.0 €,2026-01-14,,78.0,
209,13/01/2026,7,2,7,2,5,79.0 €,2026-01-13,,79.0,
211,INVALID_DATE,2,4,2,4,2,81.0 €,,Fecha inválida: INVALID_DATE,81.0,
212,2026-01-10,3,1,3,1,3,82.0 €,2026-01-10,,82.0,
213,09/01/2026,4,2,4,2,4,28.5 USD,2026-01-09,,24.78,
215,INVALID_DATE,6,4,6,4,1,85.0 €,,Fecha inválida: INVALID_DATE,85.0,
216,2026-01-06,7,1,7,1,2,31.5 USD,2026-01-06,,27.39,
219,INVALID_DATE,3,4,3,4,5,34.5 USD,,Fecha inválida: INVALID_DATE,30.0,
220,2026-01-02,4,1,4,1,1,90.0 €,2026-01-02,,90.0,
222,12/31/2025,6,3,6,3,3,37.5 USD,2025-12-31,,32.61,
223,INVALID_DATE,7,4,7,4,4,93.0 €,,Fecha inválida: INVALID_DATE,93.0,
226,12/27/2025,3,3,3,3,2,96.0 €,2025-12-27,,96.0,
227,INVALID_DATE,4,4,4,4,3,97.0 €,,Fecha inválida: INVALID_DATE,97.0,
229,24/12/2025,6,2,6,2,5,99.0 €,2025-12-24,,99.0,
230,12/23/2025,7,3,7,3,1,100.0 €,2025-12-23,,100.0,
231,INVALID_DATE,1,4,1,4,2,NULL,,Fecha inválida: INVALID_DATE,,MontoTotal_Raw nulo o vacío: NULL
233,20/12/2025,3,2,3,2,4,103.0 €,2025-12-20,,103.0,
234,12/19/2025,4,3,4,3,5,49.5 USD,2025-12-19,,43.04,
235,INVALID_DATE,5,4,5,4,1,105.0 €,,Fecha inválida: INVALID_DATE,105.0,
236,2025-12-17,6,1,6,1,2,106.0 €,2025-12-17,,106.0,
237,16/12/2025,7,2,7,2,3,52.5 USD,2025-12-16,,45.65,
239,INVALID_DATE,2,4,2,4,5,109.0 €,,Fecha inválida: INVALID_DATE,109.0,
240,2025-12-13,3,1,3,1,1,55.5 USD,2025-12-13,,48.26,
241,12/12/2025,4,2,4,2,2,111.0 €,2025-12-12,,111.0,
243,INVALID_DATE,6,4,6,4,4,58.5 USD,,Fecha inválida: INVALID_DATE,50.87,
244,2025-12-09,7,1,7,1,5,114.0 €,2025-12-09,,114.0,
247,INVALID_DATE,3,4,3,4,3,117.0 €,,Fecha inválida: INVALID_DATE,117.0,
248,2025-12-05,4,1,4,1,4,118.0 €,2025-12-05,,118.0,
250,12/03/2025,6,3,6,3,1,-150.00 €,2025-03-12,,,MontoTotal_Raw negativo: -150.00 €
251,INVALID_DATE,7,4,7,4,2,121.0 €,,Fecha inválida: INVALID_DATE,121.0,
254,11/29/2025,3,3,3,3,5,124.0 €,2025-11-29,,124.0,
255,INVALID_DATE,4,4,4,4,1,70.5 USD,,Fecha inválida: INVALID_DATE,61.3,
257,26/11/2025,6,2,6,2,3,127.0 €,2025-11-26,,127.0,
258,11/25/2025,7,3,7,3,4,73.5 USD,2025-11-25,,63.91,
259,INVALID_DATE,1,4,1,4,5,129.0 €,,Fecha inválida: INVALID_DATE,129.0,
261,22/11/2025,3,2,3,2,2,76.5 USD,2025-11-22,,66.52,
262,11/21/2025,4,3,4,3,3,132.0 €,2025-11-21,,132.0,
263,INVALID_DATE,5,4,5,4,4,133.0 €,,Fecha inválida: INVALID_DATE,133.0,
264,2025-11-19,6,1,6,1,5,NULL,2025-11-19,,,MontoTotal_Raw nulo o vacío: NULL
265,18/11/2025,7,2,7,2,1,135.0 €,2025-11-18,,135.0,
267,INVALID_DATE,2,4,2,4,3,82.5 USD,,Fecha inválida: INVALID_DATE,71.74,
268,2025-11-15,3,1,3,1,4,138.0 €,2025-11-15,,138.0,
269,14/11/2025,4,2,4,2,5,139.0 €,2025-11-14,,139.0,
271,INVALID_DATE,6,4,6,4,2,141.0 €,,Fecha inválida: INVALID_DATE,141.0,
272,2025-11-11,7,1,7,1,3,142.0 €,2025-11-11,,142.0,
275,INVALID_DATE,3,4,3,4,1,145.0 €,,Fecha inválida: INVALID_DATE,145.0,
276,2025-11-07,4,1,4,1,2,91.5 USD,2025-11-07,,79.57,
278,11/05/2025,6,3,6,3,4,148.0 €,2025-05-11,,148.0,
279,INVALID_DATE,7,4,7,4,5,94.5 USD,,Fecha inválida: INVALID_DATE,82.17,
282,11/01/2025,3,3,3,3,3,97.5 USD,2025-01-11,,84.78,
283,INVALID_DATE,4,4,4,4,4,153.0 €,,Fecha inválida: INVALID_DATE,153.0,
285,29/10/2025,6,2,6,2,1,100.5 USD,2025-10-29,,87.39,
286,10/28/2025,7,3,7,3,2,156.0 €,2025-10-28,,156.0,
287,INVALID_DATE,1,4,1,4,3,157.0 €,,Fecha inválida: INVALID_DATE,157.0,
289,25/10/2025,3,2,3,2,5,159.0 €,2025-10-25,,159.0,
290,10/24/2025,4,3,4,3,1,160.0 €,2025-10-24,,160.0,
291,INVALID_DATE,5,4,5,4,2,106.5 USD,,Fecha inválida: INVALID_DATE,92.61,
292,2025-10-22,6,1,6,1,3,162.0 €,2025-10-22,,162.0,
293,21/10/2025,7,2,7,2,4,163.0 €,2025-10-21,,163.0,
295,INVALID_DATE,2,4,2,4,1,165.0 €,,Fecha inválida: INVALID_DATE,165.0,
296,2025-10-18,3,1,3,1,2,166.0 €,2025-10-18,,166.0,
297,17/10/2025,4,2,4,2,3,NULL,2025-10-17,,,MontoTotal_Raw nulo o vacío: NULL
299,INVALID_DATE,6,4,6,4,5,169.0 €,,Fecha inválida: INVALID_DATE,169.0,
300,2025-10-14,7,1,7,1,1,-150.00 €,2025-10-14,,,MontoTotal_Raw negativo: -150.00 €
303,INVALID_DATE,3,4,3,4,4,118.5 USD,,Fecha inválida: INVALID_DATE,103.04,
304,2025-10-10,4,1,4,1,5,24.0 €,2025-10-10,,24.0,
306,10/08/2025,6,3,6,3,2,121.5 USD,2025-08-10,,105.65,
307,INVALID_DATE,7,4,7,4,3,27.0 €,,Fecha inválida: INVALID_DATE,27.0,
310,10/04/2025,3,3,3,3,1,30.0 €,2025-04-10,,30.0,
311,INVALID_DATE,4,4,4,4,2,31.0 €,,Fecha inválida: INVALID_DATE,31.0,
313,01/10/2025,6,2,6,2,4,33.0 €,2025-10-01,,33.0,
314,09/30/2025,7,3,7,3,5,34.0 €,2025-09-30,,34.0,
315,INVALID_DATE,1,4,1,4,1,130.5 USD,,Fecha inválida: INVALID_DATE,113.48,
317,27/09/2025,3,2,3,2,3,37.0 €,2025-09-27,,37.0,
318,09/26/2025,4,3,4,3,4,133.5 USD,2025-09-26,,116.09,
319,INVALID_DATE,5,4,5,4,5,39.0 €,,Fecha inválida: INVALID_DATE,39.0,
320,2025-09-24,6,1,6,1,1,40.0 €,2025-09-24,,40.0,
321,23/09/2025,7,2,7,2,2,136.5 USD,2025-09-23,,118.7,
323,INVALID_DATE,2,4,2,4,4,43.0 €,,Fecha inválida: INVALID_DATE,43.0,
324,2025-09-20,3,1,3,1,5,139.5 USD,2025-09-20,,121.3,
325,19/09/2025,4,2,4,2,1,45.0 €,2025-09-19,,45.0,
327,INVALID_DATE,6,4,6,4,3,142.5 USD,,Fecha inválida: INVALID_DATE,123.91,
328,2025-09-16,7,1,7,1,4,48.0 €,2025-09-16,,48.0,
330,09/14/2025,2,3,2,3,1,NULL,2025-09-14,,,MontoTotal_Raw nulo o vacío: NULL
331,INVALID_DATE,3,4,3,4,2,51.0 €,,Fecha inválida: INVALID_DATE,51.0,
332,2025-09-12,4,1,4,1,3,52.0 €,2025-09-12,,52.0,
334,09/10/2025,6,3,6,3,5,54.0 €,2025-10-09,,54.0,
335,INVALID_DATE,7,4,7,4,1,55.0 €,,Fecha inválida: INVALID_DATE,55.0,
338,09/06/2025,3,3,3,3,4,58.0 €,2025-06-09,,58.0,
339,INVALID_DATE,4,4,4,4,5,154.5 USD,,Fecha inválida: INVALID_DATE,134.35,
341,03/09/2025,6,2,6,2,2,61.0 €,2025-09-03,,61.0,
342,09/02/2025,7,3,7,3,3,157.5 USD,2025-02-09,,136.96,
343,INVALID_DATE,1,4,1,4,4,63.0 €,,Fecha inválida: INVALID_DATE,63.0,
345,30/08/2025,3,2,3,2,1,160.5 USD,2025-08-30,,139.57,
346,08/29/2025,4,3,4,3,2,66.0 €,2025-08-29,,66.0,
347,INVALID_DATE,5,4,5,4,3,67.0 €,,Fecha inválida: INVALID_DATE,67.0,
348,2025-08-27,6,1,6,1,4,163.5 USD,2025-08-27,,142.17,
349,26/08/2025,7,2,7,2,5,69.0 €,2025-08-26,,69.0,
350,08/25/2025,1,3,1,3,1,-150.00 €,2025-08-25,,,MontoTotal_Raw negativo: -150.00 €
351,INVALID_DATE,2,4,2,4,2,166.5 USD,,Fecha inválida: INVALID_DATE,144.78,
352,2025-08-23,3,1,3,1,3,72.0 €,2025-08-23,,72.0,
353,22/08/2025,4,2,4,2,4,73.0 €,2025-08-22,,73.0,
355,INVALID_DATE,6,4,6,4,1,75.0 €,,Fecha inválida: INVALID_DATE,75.0,
356,2025-08-19,7,1,7,1,2,76.0 €,2025-08-19,,76.0,
359,INVALID_DATE,3,4,3,4,5,79.0 €,,Fecha inválida: INVALID_DATE,79.0,
360,2025-08-15,4,1,4,1,1,175.5 USD,2025-08-15,,152.61,
362,08/13/2025,6,3,6,3,3,82.0 €,2025-08-13,,82.0,
363,INVALID_DATE,7,4,7,4,4,NULL,,Fecha inválida: INVALID_DATE,,MontoTotal_Raw nulo o vacío: NULL
366,08/09/2025,3,3,3,3,2,181.5 USD,2025-09-08,,157.83,
367,INVALID_DATE,4,4,4,4,3,87.0 €,,Fecha inválida: INVALID_DATE,87.0,
369,06/08/2025,6,2,6,2,5,184.5 USD,2025-08-06,,160.43,
370,08/05/2025,7,3,7,3,1,90.0 €,2025-05-08,,90.0,
371,INVALID_DATE,1,4,1,4,2,91.0 €,,Fecha inválida: INVALID_DATE,91.0,
373,02/08/2025,3,2,3,2,4,93.0 €,2025-08-02,,93.0,
374,08/01/2025,4,3,4,3,5,94.0 €,2025-01-08,,94.0,
375,INVALID_DATE,5,4,5,4,1,190.5 USD,,Fecha inválida: INVALID_DATE,165.65,
376,2025-07-30,6,1,6,1,2,96.0 €,2025-07-30,,96.0,
377,29/07/2025,7,2,7,2,3,97.0 €,2025-07-29,,97.0,
379,INVALID_DATE,2,4,2,4,5,99.0 €,,Fecha inválida: INVALID_DATE,99.0,
380,2025-07-26,3,1,3,1,1,100.0 €,2025-07-26,,100.0,
381,25/07/2025,4,2,4,2,2,196.5 USD,2025-07-25,,170.87,
383,INVALID_DATE,6,4,6,4,4,103.0 €,,Fecha inválida: INVALID_DATE,103.0,
384,2025-07-22,7,1,7,1,5,199.5 USD,2025-07-22,,173.48,
387,INVALID_DATE,3,4,3,4,3,202.5 USD,,Fecha inválida: INVALID_DATE,176.09,
388,2025-07-18,4,1,4,1,4,108.0 €,2025-07-18,,108.0,
390,07/16/2025,6,3,6,3,1,205.5 USD,2025-07-16,,178.7,
391,INVALID_DATE,7,4,7,4,2,111.0 €,,Fecha inválida: INVALID_DATE,111.0,
394,07/12/2025,3,3,3,3,5,114.0 €,2025-12-07,,114.0,
395,INVALID_DATE,4,4,4,4,1,115.0 €,,Fecha inválida: INVALID_DATE,115.0,
396,2025-07-10,5,1,5,1,2,NULL,2025-07-10,,,MontoTotal_Raw nulo o vacío: NULL
397,09/07/2025,6,2,6,2,3,117.0 €,2025-07-09,,117.0,
398,07/08/2025,7,3,7,3,4,118.0 €,2025-08-07,,118.0,
399,INVALID_DATE,1,4,1,4,5,214.5 USD,,Fecha inválida: INVALID_DATE,186.52,
400,2025-07-06,2,1,2,1,1,-150.00 €,2025-07-06,,,MontoTotal_Raw negativo: -150.00 €
401,05/07/2025,3,2,3,2,2,121.0 €,2025-07-05,,121.0,
402,07/04/2025,4,3,4,3,3,17.5 USD,2025-04-07,,15.22,
403,INVALID_DATE,5,4,5,4,4,123.0 €,,Fecha inválida: INVALID_DATE,123.0,
404,2025-07-02,6,1,6,1,5,124.0 €,2025-07-02,,124.0,
405,01/07/2025,7,2,7,2,1,20.5 USD,2025-07-01,,17.83,
407,INVALID_DATE,2,4,2,4,3,127.0 €,,Fecha inválida: INVALID_DATE,127.0,
408,2025-06-28,3,1,3,1,4,23.5 USD,2025-06-28,,20.43,
409,27/06/2025,4,2,4,2,5,129.0 €,2025-06-27,,129.0,
411,INVALID_DATE,6,4,6,4,2,26.5 USD,,Fecha inválida: INVALID_DATE,23.04,
412,2025-06-24,7,1,7,1,3,132.0 €,2025-06-24,,132.0,
415,INVALID_DATE,3,4,3,4,1,135.0 €,,Fecha inválida: INVALID_DATE,135.0,
416,2025-06-20,4,1,4,1,2,136.0 €,2025-06-20,,136.0,
418,06/18/2025,6,3,6,3,4,138.0 €,2025-06-18,,138.0,
419,INVALID_DATE,7,4,7,4,5,139.0 €,,Fecha inválida: INVALID_DATE,139.0,
422,06/14/2025,3,3,3,3,3,142.0 €,2025-06-14,,142.0,
423,INVALID_DATE,4,4,4,4,4,38.5 USD,,Fecha inválida: INVALID_DATE,33.48,
425,11/06/2025,6,2,6,2,1,145.0 €,2025-06-11,,145.0,
426,06/10/2025,7,3,7,3,2,41.5 USD,2025-10-06,,36.09,
427,INVALID_DATE,1,4,1,4,3,147.0 €,,Fecha inválida: INVALID_DATE,147.0,
429,07/06/2025,3,2,3,2,5,NULL,2025-06-07,,,MontoTotal_Raw nulo o vacío: NULL
430,06/06/2025,4,3,4,3,1,150.0 €,2025-06-06,,150.0,
431,INVALID_DATE,5,4,5,4,2,151.0 €,,Fecha inválida: INVALID_DATE,151.0,
432,2025-06-04,6,1,6,1,3,47.5 USD,2025-06-04,,41.3,
433,03/06/2025,7,2,7,2,4,153.0 €,2025-06-03,,153.0,
435,INVALID_DATE,2,4,2,4,1,50.5 USD,,Fecha inválida: INVALID_DATE,43.91,
436,2025-05-31,3,1,3,1,2,156.0 €,2025-05-31,,156.0,
437,30/05/2025,4,2,4,2,3,157.0 €,2025-05-30,,157.0,
439,INVALID_DATE,6,4,6,4,5,159.0 €,,Fecha inválida: INVALID_DATE,159.0,
440,2025-05-27,7,1,7,1,1,160.0 €,2025-05-27,,160.0,
443,INVALID_DATE,3,4,3,4,4,163.0 €,,Fecha inválida: INVALID_DATE,163.0,
444,2025-05-23,4,1,4,1,5,59.5 USD,2025-05-23,,51.74,
446,05/21/2025,6,3,6,3,2,166.0 €,2025-05-21,,166.0,
447,INVALID_DATE,7,4,7,4,3,62.5 USD,,Fecha inválida: INVALID_DATE,54.35,
450,05/17/2025,3,3,3,3,1,-150.00 €,2025-05-17,,,MontoTotal_Raw negativo: -150.00 €
451,INVALID_DATE,4,4,4,4,2,21.0 €,,Fecha inválida: INVALID_DATE,21.0,
453,14/05/2025,6,2,6,2,4,68.5 USD,2025-05-14,,59.57,
454,05/13/2025,7,3,7,3,5,24.0 €,2025-05-13,,24.0,
