VentaID,Fecha,ProductoID,VendedorID,ClienteID,UbicacionID,Cantidad,MontoTotal_Raw,fecha_parseada,_motivo_fecha,monto_eur,_motivo_monto
497,31/03/2025,1,2,1,2,3,67.0 €,2025-03-31,,67.0,
498,03/30/2025,2,3,2,3,4,113.5 USD,2025-03-30,,98.7,
501,27/03/2025,5,2,5,2,2,116.5 USD,2025-03-27,,101.3,
504,2025-03-24,1,1,1,1,5,119.5 USD,2025-03-24,,103.91,
505,23/03/2025,2,2,2,2,1,75.0 €,2025-03-23,,75.0,
508,2025-03-20,5,1,5,1,4,78.0 €,2025-03-20,,78.0,
512,2025-03-16,2,1,2,1,3,82.0 €,2025-03-16,,82.0,
518,03/10/2025,1,3,1,3,4,88.0 €,2025-10-03,,88.0,
522,03/06/2025,5,3,5,3,3,137.5 USD,2025-06-03,,119.57,
525,03/03/2025,1,2,1,2,1,140.5 USD,2025-03-03,,122.17,
526,03/02/2025,2,3,2,3,2,96.0 €,2025-02-03,,96.0,
529,27/02/2025,5,2,5,2,5,99.0 €,2025-02-27,,99.0,
532,2025-02-24,1,1,1,1,3,102.0 €,2025-02-24,,102.0,
533,23/02/2025,2,2,2,2,4,103.0 €,2025-02-23,,103.0,
536,2025-02-20,5,1,5,1,2,106.0 €,2025-02-20,,106.0,
540,2025-02-16,2,1,2,1,1,155.5 USD,2025-02-16,,135.22,
546,02/10/2025,1,3,1,3,2,161.5 USD,2025-10-02,,140.43,
553,03/02/2025,1,2,1,2,4,123.0 €,2025-02-03,,123.0,
554,02/02/2025,2,3,2,3,5,124.0 €,2025-02-02,,124.0,
557,30/01/2025,5,2,5,2,3,127.0 €,2025-01-30,,127.0,
560,2025-01-27,1,1,1,1,1,130.0 €,2025-01-27,,130.0,
564,2025-01-23,5,1,5,1,5,179.5 USD,2025-01-23,,156.09,
568,2025-01-19,2,1,2,1,4,138.0 €,2025-01-19,,138.0,
574,01/13/2025,1,3,1,3,5,144.0 €,2025-01-13,,144.0,
578,01/09/2025,5,3,5,3,4,148.0 €,2025-09-01,,148.0,
581,06/01/2025,1,2,1,2,2,151.0 €,2025-01-06,,151.0,
582,01/05/2025,2,3,2,3,3,197.5 USD,2025-05-01,,171.74,
585,02/01/2025,5,2,5,2,1,200.5 USD,2025-01-02,,174.35,
588,2024-12-30,1,1,1,1,4,203.5 USD,2024-12-30,,176.96,
589,29/12/2024,2,2,2,2,5,159.0 €,2024-12-29,,159.0,
592,2024-12-26,5,1,5,1,3,162.0 €,2024-12-26,,162.0,
596,2024-12-22,2,1,2,1,2,166.0 €,2024-12-22,,166.0,
602,12/16/2024,1,3,1,3,3,22.0 €,2024-12-16,,22.0,
606,12/12/2024,5,3,5,3,2,21.5 USD,2024-12-12,,18.7,
609,09/12/2024,1,2,1,2,5,24.5 USD,2024-12-09,,21.3,
610,12/08/2024,2,3,2,3,1,30.0 €,2024-08-12,,30.0,
613,05/12/2024,5,2,5,2,4,33.0 €,2024-12-05,,33.0,
616,2024-12-02,1,1,1,1,2,36.0 €,2024-12-02,,36.0,
617,01/12/2024,2,2,2,2,3,37.0 €,2024-12-01,,37.0,
620,2024-11-28,5,1,5,1,1,40.0 €,2024-11-28,,40.0,
624,2024-11-24,2,1,2,1,5,39.5 USD,2024-11-24,,34.35,
630,11/18/2024,1,3,1,3,1,45.5 USD,2024-11-18,,39.57,
634,11/14/2024,5,3,5,3,5,54.0 €,2024-11-14,,54.0,
637,11/11/2024,1,2,1,2,3,57.0 €,2024-11-11,,57.0,
638,11/10/2024,2,3,2,3,4,58.0 €,2024-10-11,,58.0,
641,07/11/2024,5,2,5,2,2,61.0 €,2024-11-07,,61.0,
644,2024-11-04,1,1,1,1,5,64.0 €,2024-11-04,,64.0,
645,03/11/2024,2,2,2,2,1,60.5 USD,2024-11-03,,52.61,
648,2024-10-31,5,1,5,1,4,63.5 USD,2024-10-31,,55.22,
652,2024-10-27,2,1,2,1,3,72.0 €,2024-10-27,,72.0,
658,10/21/2024,1,3,1,3,4,78.0 €,2024-10-21,,78.0,
662,10/17/2024,5,3,5,3,3,82.0 €,2024-10-17,,82.0,
665,14/10/2024,1,2,1,2,1,85.0 €,2024-10-14,,85.0,
666,10/13/2024,2,3,2,3,2,81.5 USD,2024-10-13,,70.87,
669,10/10/2024,5,2,5,2,5,84.5 USD,2024-10-10,,73.48,
672,2024-10-07,1,1,1,1,3,87.5 USD,2024-10-07,,76.09,
673,06/10/2024,2,2,2,2,4,93.0 €,2024-10-06,,93.0,
676,2024-10-03,5,1,5,1,2,96.0 €,2024-10-03,,96.0,
680,2024-09-29,2,1,2,1,1,100.0 €,2024-09-29,,100.0,
686,09/23/2024,1,3,1,3,2,106.0 €,2024-09-23,,106.0,
690,09/19/2024,5,3,5,3,1,105.5 USD,2024-09-19,,91.74,
694,09/15/2024,2,3,2,3,5,114.0 €,2024-09-15,,114.0,
697,12/09/2024,5,2,5,2,3,117.0 €,2024-09-12,,117.0,
701,08/09/2024,2,2,2,2,2,121.0 €,2024-09-08,,121.0,
704,2024-09-05,5,1,5,1,5,124.0 €,2024-09-05,,124.0,
708,2024-09-01,2,1,2,1,4,123.5 USD,2024-09-01,,107.39,
714,08/26/2024,1,3,1,3,5,129.5 USD,2024-08-26,,112.61,
718,08/22/2024,5,3,5,3,4,138.0 €,2024-08-22,,138.0,
721,19/08/2024,1,2,1,2,2,141.0 €,2024-08-19,,141.0,
722,08/18/2024,2,3,2,3,3,142.0 €,2024-08-18,,142.0,
725,15/08/2024,5,2,5,2,1,145.0 €,2024-08-15,,145.0,
728,2024-08-12,1,1,1,1,4,148.0 €,2024-08-12,,148.0,
729,11/08/2024,2,2,2,2,5,144.5 USD,2024-08-11,,125.65,
732,2024-08-08,5,1,5,1,3,147.5 USD,2024-08-08,,128.26,
736,2024-08-04,2,1,2,1,2,156.0 €,2024-08-04,,156.0,
742,07/29/2024,1,3,1,3,3,162.0 €,2024-07-29,,162.0,
746,07/25/2024,5,3,5,3,2,166.0 €,2024-07-25,,166.0,
749,22/07/2024,1,2,1,2,5,169.0 €,2024-07-22,,169.0,
753,18/07/2024,5,2,5,2,4,168.5 USD,2024-07-18,,146.52,
756,2024-07-15,1,1,1,1,2,171.5 USD,2024-07-15,,149.13,
757,14/07/2024,2,2,2,2,3,27.0 €,2024-07-14,,27.0,
760,2024-07-11,5,1,5,1,1,30.0 €,2024-07-11,,30.0,
764,2024-07-07,2,1,2,1,5,34.0 €,2024-07-07,,34.0,
770,07/01/2024,1,3,1,3,1,40.0 €,2024-01-07,,40.0,
774,06/27/2024,5,3,5,3,5,189.5 USD,2024-06-27,,164.78,
777,24/06/2024,1,2,1,2,3,192.5 USD,2024-06-24,,167.39,
778,06/23/2024,2,3,2,3,4,48.0 €,2024-06-23,,48.0,
781,20/06/2024,5,2,5,2,2,51.0 €,2024-06-20,,51.0,
784,2024-06-17,1,1,1,1,5,54.0 €,2024-06-17,,54.0,
785,16/06/2024,2,2,2,2,1,55.0 €,2024-06-16,,55.0,
788,2024-06-13,5,1,5,1,4,58.0 €,2024-06-13,,58.0,
798,06/03/2024,1,3,1,3,4,213.5 USD,2024-03-06,,185.65,
802,05/30/2024,5,3,5,3,3,72.0 €,2024-05-30,,72.0,
805,27/05/2024,1,2,1,2,1,75.0 €,2024-05-27,,75.0,
806,05/26/2024,2,3,2,3,2,76.0 €,2024-05-26,,76.0,
809,23/05/2024,5,2,5,2,5,79.0 €,2024-05-23,,79.0,
812,2024-05-20,1,1,1,1,3,82.0 €,2024-05-20,,82.0,
813,19/05/2024,2,2,2,2,4,28.5 USD,2024-05-19,,24.78,
816,2024-05-16,5,1,5,1,2,31.5 USD,2024-05-16,,27.39,
820,2024-05-12,2,1,2,1,1,90.0 €,2024-05-12,,90.0,
826,05/06/2024,1,3,1,3,2,96.0 €,2024-06-05,,96.0,
830,05/02/2024,5,3,5,3,1,100.0 €,2024-02-05,,100.0,
833,29/04/2024,1,2,1,2,4,103.0 €,2024-04-29,,103.0,
834,04/28/2024,2,3,2,3,5,49.5 USD,2024-04-28,,43.04,
837,25/04/2024,5,2,5,2,3,52.5 USD,2024-04-25,,45.65,
840,2024-04-22,1,1,1,1,1,55.5 USD,2024-04-22,,48.26,
841,21/04/2024,2,2,2,2,2,111.0 €,2024-04-21,,111.0,
844,2024-04-18,5,1,5,1,5,114.0 €,2024-04-18,,114.0,
848,2024-04-14,2,1,2,1,4,118.0 €,2024-04-14,,118.0,
854,04/08/2024,1,3,1,3,5,124.0 €,2024-08-04,,124.0,
861,01/04/2024,1,2,1,2,2,76.5 USD,2024-04-01,,66.52,
862,03/31/2024,2,3,2,3,3,132.0 €,2024-03-31,,132.0,
865,28/03/2024,5,2,5,2,1,135.0 €,2024-03-28,,135.0,
868,2024-03-25,1,1,1,1,4,138.0 €,2024-03-25,,138.0,
869,24/03/2024,2,2,2,2,5,139.0 €,2024-03-24,,139.0,
872,2024-03-21,5,1,5,1,3,142.0 €,2024-03-21,,142.0,
876,2024-03-17,2,1,2,1,2,91.5 USD,2024-03-17,,79.57,
882,03/11/2024,1,3,1,3,3,97.5 USD,2024-11-03,,84.78,
886,03/07/2024,5,3,5,3,2,156.0 €,2024-07-03,,156.0,
889,04/03/2024,1,2,1,2,5,159.0 €,2024-03-04,,159.0,
890,03/03/2024,2,3,2,3,1,160.0 €,2024-03-03,,160.0,
893,29/02/2024,5,2,5,2,4,163.0 €,2024-02-29,,163.0,
896,2024-02-26,1,1,1,1,2,166.0 €,2024-02-26,,166.0,
897,25/02/2024,2,2,2,2,3,112.5 USD,2024-02-25,,97.83,
904,2024-02-18,2,1,2,1,5,24.0 €,2024-02-18,,24.0,
910,02/12/2024,1,3,1,3,1,30.0 €,2024-12-02,,30.0,
914,02/08/2024,5,3,5,3,5,34.0 €,2024-08-02,,34.0,
917,05/02/2024,1,2,1,2,3,37.0 €,2024-02-05,,37.0,
918,02/04/2024,2,3,2,3,4,133.5 USD,2024-04-02,,116.09,
921,01/02/2024,5,2,5,2,2,136.5 USD,2024-02-01,,118.7,
925,28/01/2024,2,2,2,2,1,45.0 €,2024-01-28,,45.0,
928,2024-01-25,5,1,5,1,4,48.0 €,2024-01-25,,48.0,
932,2024-01-21,2,1,2,1,3,52.0 €,2024-01-21,,52.0,
938,01/15/2024,1,3,1,3,4,58.0 €,2024-01-15,,58.0,
942,01/11/2024,5,3,5,3,3,157.5 USD,2024-11-01,,136.96,
945,08/01/2024,1,2,1,2,1,160.5 USD,2024-01-08,,139.57,
946,01/07/2024,2,3,2,3,2,66.0 €,2024-07-01,,66.0,
949,04/01/2024,5,2,5,2,5,69.0 €,2024-01-04,,69.0,
952,2024-01-01,1,1,1,1,3,72.0 €,2024-01-01,,72.0,
953,31/12/2023,2,2,2,2,4,73.0 €,2023-12-31,,73.0,
956,2023-12-28,5,1,5,1,2,76.0 €,2023-12-28,,76.0,
960,2023-12-24,2,1,2,1,1,175.5 USD,2023-12-24,,152.61,
966,12/18/2023,1,3,1,3,2,181.5 USD,2023-12-18,,157.83,
970,12/14/2023,5,3,5,3,1,90.0 €,2023-12-14,,90.0,
973,11/12/2023,1,2,1,2,4,93.0 €,2023-12-11,,93.0,
974,12/10/2023,2,3,2,3,5,94.0 €,2023-10-12,,94.0,
977,07/12/2023,5,2,5,2,3,97.0 €,2023-12-07,,97.0,
980,2023-12-04,1,1,1,1,1,100.0 €,2023-12-04,,100.0,
981,03/12/2023,2,2,2,2,2,196.5 USD,2023-12-03,,170.87,
984,2023-11-30,5,1,5,1,5,199.5 USD,2023-11-30,,173.48,
988,2023-11-26,2,1,2,1,4,108.0 €,2023-11-26,,108.0,
994,11/20/2023,1,3,1,3,5,114.0 €,2023-11-20,,114.0,
998,11/16/2023,5,3,5,3,4,118.0 €,2023-11-16,,118.0,
1001,09/08/2026,1,2,1,2,2,121.0 €,2026-08-09,,121.0,
1002,08/08/2026,2,3,2,3,3,17.5 USD,2026-08-08,,15.22,
1005,05/08/2026,5,2,5,2,1,20.5 USD,2026-08-05,,17.83,
1008,2026-08-02,1,1,1,1,4,23.5 USD,2026-08-02,,20.43,
1009,01/08/2026,2,2,2,2,5,129.0 €,2026-08-01,,129.0,
1012,2026-07-29,5,1,5,1,3,132.0 €,2026-07-29,,132.0,
1016,2026-07-25,2,1,2,1,2,136.0 €,2026-07-25,,136.0,
1022,07/19/2026,1,3,1,3,3,142.0 €,2026-07-19,,142.0,
1026,07/15/2026,5,3,5,3,2,41.5 USD,2026-07-15,,36.09,
1029,12/07/2026,1,2,1,2,5,44.5 USD,2026-07-12,,38.7,
1030,07/11/2026,2,3,2,3,1,150.0 €,2026-11-07,,150.0,
1033,08/07/2026,5,2,5,2,4,153.0 €,2026-07-08,,153.0,
1036,2026-07-05,1,1,1,1,2,156.0 €,2026-07-05,,156.0,
1037,04/07/2026,2,2,2,2,3,157.0 €,2026-07-04,,157.0,
1040,2026-07-01,5,1,5,1,1,160.0 €,2026-07-01,,160.0,
1044,2026-06-27,2,1,2,1,5,59.5 USD,2026-06-27,,51.74,
1054,06/17/2026,5,3,5,3,5,24.0 €,2026-06-17,,24.0,
1057,14/06/2026,1,2,1,2,3,27.0 €,2026-06-14,,27.0,
1058,06/13/2026,2,3,2,3,4,28.0 €,2026-06-13,,28.0,
1061,10/06/2026,5,2,5,2,2,31.0 €,2026-06-10,,31.0,
1064,2026-06-07,1,1,1,1,5,34.0 €,2026-06-07,,34.0,
1065,06/06/2026,2,2,2,2,1,80.5 USD,2026-06-06,,70.0,
1068,2026-06-03,5,1,5,1,4,83.5 USD,2026-06-03,,72.61,
1072,2026-05-30,2,1,2,1,3,42.0 €,2026-05-30,,42.0,
1078,05/24/2026,1,3,1,3,4,48.0 €,2026-05-24,,48.0,
1082,05/20/2026,5,3,5,3,3,52.0 €,2026-05-20,,52.0,
1085,17/05/2026,1,2,1,2,1,55.0 €,2026-05-17,,55.0,
1086,05/16/2026,2,3,2,3,2,101.5 USD,2026-05-16,,88.26,
1092,2026-05-10,1,1,1,1,3,107.5 USD,2026-05-10,,93.48,
1093,09/05/2026,2,2,2,2,4,63.0 €,2026-05-09,,63.0,
1096,2026-05-06,5,1,5,1,2,66.0 €,2026-05-06,,66.0,
1106,04/26/2026,1,3,1,3,2,76.0 €,2026-04-26,,76.0,
1110,04/22/2026,5,3,5,3,1,125.5 USD,2026-04-22,,109.13,
1113,19/04/2026,1,2,1,2,4,128.5 USD,2026-04-19,,111.74,
1114,04/18/2026,2,3,2,3,5,84.0 €,2026-04-18,,84.0,
1117,15/04/2026,5,2,5,2,3,87.0 €,2026-04-15,,87.0,
1120,2026-04-12,1,1,1,1,1,90.0 €,2026-04-12,,90.0,
1121,11/04/2026,2,2,2,2,2,91.0 €,2026-04-11,,91.0,
1124,2026-04-08,5,1,5,1,5,94.0 €,2026-04-08,,94.0,
1128,2026-04-04,2,1,2,1,4,143.5 USD,2026-04-04,,124.78,
1134,03/29/2026,1,3,1,3,5,149.5 USD,2026-03-29,,130.0,
1138,03/25/2026,5,3,5,3,4,108.0 €,2026-03-25,,108.0,
1141,22/03/2026,1,2,1,2,2,111.0 €,2026-03-22,,111.0,
1142,03/21/2026,2,3,2,3,3,112.0 €,2026-03-21,,112.0,
1145,18/03/2026,5,2,5,2,1,115.0 €,2026-03-18,,115.0,
1148,2026-03-15,1,1,1,1,4,118.0 €,2026-03-15,,118.0,
1149,14/03/2026,2,2,2,2,5,164.5 USD,2026-03-14,,143.04,
1152,2026-03-11,5,1,5,1,3,167.5 USD,2026-03-11,,145.65,
1156,2026-03-07,2,1,2,1,2,126.0 €,2026-03-07,,126.0,
1162,03/01/2026,1,3,1,3,3,132.0 €,2026-01-03,,132.0,
1166,02/25/2026,5,3,5,3,2,136.0 €,2026-02-25,,136.0,
1169,22/02/2026,1,2,1,2,5,139.0 €,2026-02-22,,139.0,
1170,02/21/2026,2,3,2,3,1,185.5 USD,2026-02-21,,161.3,
1173,18/02/2026,5,2,5,2,4,188.5 USD,2026-02-18,,163.91,
1176,2026-02-15,1,1,1,1,2,191.5 USD,2026-02-15,,166.52,
1177,14/02/2026,2,2,2,2,3,147.0 €,2026-02-14,,147.0,
